name,alt,city,town
鹿角坑溪,,,
鹿角溪,,新北市,樹林區
鹿草排水,,嘉義縣,鹿草鄉
鹿草排水路,,嘉義縣,鹿草鄉
鹿野溪,,臺東,
鹿野溪,,,
鹿場溪,,苗栗縣,南庄鄉
鹿場溪,,,
鹿渡坑,,臺中市,太平區
鹿港溪,,,
鹿湖溪,,苗栗縣,南庄鄉
鹿湖溪,,,
鹿嗚坑,,新竹縣,新埔鎮
鹿鳴坑幹線,,新竹縣,新埔鎮
鹿鳴坑溪,,,
鹿鳴溪,,,
鹿寮大排,,雲林縣,元長鄉
鹿寮水庫,,嘉義縣,水上鄉
鹿寮水庫,,臺南市,白河區
鹿寮仔坑,,嘉義縣,大埔鄉
鹿寮北溪,,臺中市,沙鹿區
鹿寮坑,,南投縣,水里鄉
鹿寮坑,,新竹縣,芎林鄉
鹿寮坑,,,
鹿寮坑幹線,,新竹縣,芎林鄉
鹿寮坑溪,,,
鹿寮南溪,,臺中市,沙鹿區
鹿寮排水,,臺中市,清水區
鹿寮排水,,嘉義市,
鹿寮溪,,屏東縣,滿州鄉
鹿寮溪,友蚋溪,,
鹿寮溪,,,
鹿廚坑溝,,苗栗縣,頭份市
麥巴來溪,,新竹縣,五峰鄉
麥巴來溪,,,
麥津大排,,雲林縣,麥寮鄉
麥寮工業區專區港,,雲林縣,麥寮鄉
麻必浩溪,,苗栗縣,泰安鄉
麻必浩溪,,,
麻汝排水,,花蓮縣,玉里鎮
麻竹坑,,臺中市,東勢區
麻竹坑溪,,南投縣,中寮鄉
麻利都邵溪,,,
麻利霧溪,,臺東縣,金峰鄉
麻利霧溪,,,
麻豆排水,,臺南市,下營區、麻豆區、佳里區
麻里都部溪,,臺東縣,金峰鄉
麻油埤,,桃園市,大園區
麻剪溝排水分線,,彰化縣,鹿港鎮福興鄉
麻魚寮溪排水,,"嘉義縣,嘉義市",
麻園幹線,,新竹縣,竹東鎮
麻園溪,,嘉義縣,大林鎮
麻園溪,,臺中市,南屯區
麻園溪,,新北市,三峽區
麻園溪太原路截水道,,臺中市,北區
麻園溪同平巷截水道,,臺中市,北屯區
麻園頭溪,,臺中市,南屯區
麻漏溪,,花蓮縣,萬榮鄉
麻漏溪,,,
博博猶溪,,嘉義縣,阿里山鄉
博博猶溪,,,
喀特博拉溪,,臺東縣,卑南鄉
喀特博拉溪,,,
喀塔朗溪,,,
喜樹五號排放渠,,臺南市,南區
喬國拉次溪,,屏東縣,霧臺鄉
喬國拉次溪,,,
堤那巴蘭溪,,臺東縣,金峰鄉
堤防,,,
堪姆卒溪,,,
堰宰坑,,新北市,貢寮區
富世排水,,花蓮縣,秀林鄉
富林溪,,,
富家溪,,,
富基漁港,,新北市,石門區
富源溪,,桃園市,新屋區
富源溪,馬蘭鉤溪,花蓮縣,瑞穗鄉
富源溪,馬蘭鉤溪,,
富源溪,,,
富溪,,臺東,
富德溪,,新北市石門區,
富興排水,,新竹縣,峨眉鄉
富興排水,,花蓮縣,瑞穗鄉
富興溪,,臺東縣,池上鄉
富興溪,,,
寓埔排水幹線,,彰化縣,線西鄉
尋腰溪,,,
彭仔存溪,,臺東縣,長濱鄉
彭厝溪,,屏東縣,鹽埔鄉
復興排水,,花蓮縣,瑞穗鄉
復興排水支線,,南投縣,草屯
惠來厝大排,,雲林縣,虎尾鎮、莿桐鄉
惠來溪,,臺中市,西屯區
惡浪坑溪,,南投縣,水里鄉
惡浪坑溪,,,
援中港,,高雄市,楠梓區
援中港中排,,高雄市,梓官區
援中港第一支線,,高雄市,橋頭區
斯瓦達阿溪,,花蓮縣,豐濱鄉
斯其野溪,,新北市,烏來區
普亞女溪,,,
普亞汝溪,,嘉義縣,阿里山鄉
普濟溪,,臺中市,西屯區
景山溪,,苗栗,
景美溪,,新北市,新店區
景美溪,,,
智腦灌溉水道,,宜蘭縣,大同鄉
智慧溪,,,
曾文水庫,,嘉義縣,大埔鄉
曾文溪,,嘉義縣,大埔鄉
曾文溪,,高雄市,那瑪夏區
曾文溪,,,
曾文溪上游,,嘉義縣,阿里山鄉
曾文溪排水,,臺南市,
朝庸溪,,,
棋盤厝大排,,雲林縣,虎尾鎮
森本排水,,花蓮縣,壽豐鄉
渡子頭溪,,臺南市,善化區
渡子頭溪排水,,臺南市,官田區
温泉溪,,,
港口埤圳,,宜蘭縣,頭城鎮
港口埤排水幹線,,屏東縣,佳冬鄉
港口溪,,,
港子1號排水,,澎湖縣,白沙鄉
港子2號排水,,澎湖縣,白沙鄉
港子埔排水,,高雄市,林園區
港子埔排水幹線,,高雄市,林園區
港子溪,,,
港子墘溪,,,
港子頭排水,,臺南市,六甲區
港仔溪,,,
港北金城橋幹線,,新竹市,香山區
港北排水幹線,,新竹市,香山區、北區
港尾大排,,雲林縣,崙背鄉
港尾子溪,,臺中市,西屯區
港尾子溪排水,,"臺中縣,臺中市",
港尾溝溪,,,
港尾溝溪排水,,臺南市,關廟區、歸仁區、仁德區
港東溪,,屏東縣,東港鎮
港南排水幹線,,新竹市,香山區、北區
港墘排水,,嘉義縣,東石鄉
港嘴灣,,,
港澳溪,,宜蘭縣,頭城鎮
湖下區排,,金門縣,金寧鄉
湖子內排水,在來排水,"嘉義縣,嘉義市",
湖子厝圳,,南投縣,竹山鎮
湖山排水,,臺南市,官田區
湖內排水,,高雄市,湖內區
湖仔溪排水,,花蓮縣,富里鄉
湖西1號排水,,澎湖縣,湖西鄉
湖尾區排,,金門縣,金寧鄉
湖肚一圳,,新竹縣,關西鎮
湖肚二圳,,新竹縣,關西鎮
湖底大排,,雲林縣,林內鄉、斗六市
湖底坑,,嘉義縣,水上鄉
湖底埤,,桃園市,大園區
湖底排水,,高雄市,大樹區、鳥松區
湖底溝排水支線,,南投縣,草屯
湖桶坑,,宜蘭縣,冬山鄉
湖頭中排一,,雲林縣,褒忠鄉
湧水溪,,臺東縣,東河鄉
湯圍中一排,,宜蘭縣,礁溪鄉
湯圍溪,,宜蘭縣,礁溪鄉
湳子中排一,,雲林縣,二崙鄉
湳子溝溪,,桃園市,大溪區
湳仔大排,,雲林縣,二崙鄉
湳仔大排（虎尾區）,,雲林縣,土庫鎮、虎尾鎮
湳仔坑,,苗栗縣,苑裡鎮
湳仔溝,,,
湳仔溝溪,,桃園市,大溪區
湳坑溪,寶1-2排水,新竹縣,寶山鄉
無水溪,,屏東縣,滿州鄉
無水溪,,,
無名溪,,宜蘭縣,南澳鄉
無名溪,,臺南市,新化區
無名溪,,,
無尾溝排水支線,,南投縣,草屯
無尾溪排水,,花蓮縣,玉里鎮
焿寮坑溪,,,
猴山坑,,臺北市,文山區
猴洞坑,,南投縣,中寮鄉
猴洞坑溪,,宜蘭縣,頭城鎮
猴猴坑,,宜蘭縣,蘇澳鎮
猴龍溪,,南投縣,魚池鄉
猴櫥底坑,,嘉義縣,大埔鄉
番子田圳,,彰化縣,芬園鄉
番子田埤,,臺南市,官田區
番子田排水,,臺南市,官田區
番子坑,,臺南市,南化區
番子坑,,,
番子崙排水幹線,,屏東縣,枋寮鄉
番子溝排水幹線,,桃園市,蘆竹區
番子窩坑,,桃園市,龍潭區
番子窩排水幹線,,桃園市,桃園區、龜山區
番子寮圳幹線,,南投縣,鹿谷鄉
番子寮排水支線,,南投縣,名間
番子寮排水支線─1,,南投縣,名間
番子寮溪,,南投縣,南投市
番子鹽溪,,高雄市,內門區
番仔坑,,彰化縣,社頭鄉
番仔坑,,南投縣,南投市
番仔城坑,,臺中市,北屯區
番仔埤溝支線,番仔埤溪,臺中市,新社區
番仔崙埤,,臺中市,大里區
番仔溝,,臺中市,東區
番仔溝排水,,高雄市,橋頭區
番仔溪,,桃園市,大園區
番仔寮埤,,臺中市,大里區
番仔寮溪,,苗栗縣,通霄鎮
番仔寮溪,,,
番仔寮溪排水幹線,,屏東縣,屏東市、長治鄉、九如鄉
番尾坑,,雲林縣,古坑鄉
番尾坑,,嘉義縣,梅山鄉
番波夾坑,,,
番社坑溪,,宜蘭縣,三星鄉
番社坑溪,,,
番社溪,,,
番社溪,,臺南市,龍崎區
番厝坑,,臺南市,大內區
番埤圳,,臺中市,東勢區
番婆坑,,新竹縣,北埔鄉
番婆夾坑,,南投縣,竹山鎮
番婆寮坑,,彰化縣,花壇鄉
番雅溝排水幹線,,彰化縣,鹿港鎮、線西鄉、和美鎮、彰化市
番寮溪,,臺中市,太平區
番欄坑,,,
登仙溪,,臺中市,和平區
登仙溪,,,
發祥溪,,南投縣,仁愛鄉
發祥溪,,,
發電所坑,,臺南市,東山區
硫磺排水幹線,,屏東縣,萬巒鄉
硫礦坑,,苗栗縣,銅鑼鄉
程海厝大排,,雲林縣,臺西鄉
稍來坪坑,,臺中市,和平區
稍來溪,,臺中市,和平區
筆石,,,
筆秀排水,,高雄市,橋頭區、燕巢區
筏子溪,,,
統領埤,,臺南市,下營區
統嶺坑,,高雄市,大樹區
統嶺坑溪,,,
莿仔埔坑排水,,臺中市,潭子區、北屯區
莿桐中排,,雲林縣,莿桐鄉
莿桐腳埤圳,,屏東縣,枋山鄉
菁埔埤,,臺南市,六甲區
菁埔埤排水,,臺南市,六甲區、下營區
菁斛坑,,宜蘭縣,頭城鎮
菁寮排水,,臺南市,後壁區
菁礐溪,,臺北市,士林區
菁礜溪,,,
菜公坑圳,,新北市,三芝區
菜公坑溪,,,
菜公埤,,高雄市,左營區
菜園溪支線,,臺中市,東勢區
菜園溪圳,,臺中市,東勢區
菜寮溝排水,,高雄市,岡山區
菜寮溪,,,
華泰大魚池,,南投縣,集集鎮
華綠溪,,花蓮縣,秀林鄉
華興溪,到孔山溪,嘉義縣,溪口鄉
華興溪,到孔山溪,雲林縣,大埤鄉
華興溪,到孔山溪,,
蛟龍溪,,嘉義縣阿里山鄉,
街口溪幹線,,桃園市,大溪區
街子尾溪排水幹線,,南投縣,竹山
街子尾溪排水幹線─1,,南投縣,竹山
街子尾溪排水幹線─2,,南投縣,竹山
街子尾溪排水幹線─2─1,,南投縣,竹山
街子尾溪排水幹線─2─2,,南投縣,竹山
街子尾溪排水幹線─3,,南投縣,竹山
街尾圳,,南投縣,竹山鎮
街尾崙排水,,高雄市,岡山區
詔安厝排水支線,,彰化縣,和美鎮
象鼻坑,,臺中市,霧峰區
象鼻坑,,,
貴子坑溪,貴仔坑溪,臺北市,北投區
貴子坑溪排水,,新北市,泰山區
貴水二溪,,臺北市,北投區
貴仔坑溪,,新北市,泰山區
貴舍排水,,嘉義縣,布袋鎮、朴子市、鹿草鄉
跌死人坑,,宜蘭縣,大同鄉
跌馬坑,,南投縣,國姓鄉
逮魚堀溪,,新北市,坪林區
逮魚堀溪,,,
逸久溪,,宜蘭縣,大同鄉
鄉長溪,,新北市,汐止區
鄉長溪,,,
開元港,,臺東縣,蘭嶼鄉
陽明山排水,,臺中市,神岡區
陽明湖,,臺北市,北投區
隆隆溪,,新北市,貢寮區
集集大圳排水幹線(中溝),,南投縣,集集
集集清水溝排水幹線,,南投縣,集集
集會所溪,雷火溪,臺中市,大甲區
集會所溪,雷火溪,,
雲林溪上游,,雲林縣,斗六市
須美基溪,,花蓮縣,秀林鄉
須美基溪排水,,花蓮縣,新城鄉
飲水坑,,臺中市,太平區
飲水溪排水支線,,屏東縣,高樹鄉
馮屋大埤,,桃園市,龍潭區
黃肉坑,,南投縣,仁愛鄉
黃肉溪,,南投縣,仁愛鄉
黃狗坑溪,,高雄市,那瑪夏區
黃埔湖,,高雄市,鳳山區
黃高溪,,,
黃麻溪,,花蓮縣,卓溪鄉
黃墘溪,,桃園市,蘆竹區
黃墘溪分線,,桃園市,蘆竹區中壢區
黃鳳鳴圳,,宜蘭縣,三星鄉
黃德坑溪,,雲林縣,古坑鄉
黃德坑溪,,雲林縣新庄村,
黃德記排水,,宜蘭縣,礁溪鄉
黑瓦窯排水,,高雄市,大樹區
黑石坑,,南投縣,水里鄉
黑石壁圳,,苗栗縣,獅潭鄉
黑肉肚腳溪,,嘉義縣,阿里山鄉
黑東溝,,臺南市,龍崎區
僅那鹿角溪,,臺東縣,長濱鄉
勤和溪,,,
嗅水溪,,花蓮縣,富里鄉
園塘,,桃園市,中壢區
圓埔溝,,高雄市,田寮區
塔乃庫溪,,嘉義縣,阿里山鄉
塔乃庫溪,,,
塔古夫庫拉溪,,,
塔古夫庫拉溪,,高雄市,桃源區
塔瓦溪,,屏東縣,牡丹鄉
塔瓦溪,,,
塔克金溪,,,
塔洛木溪,,花蓮縣,卓溪鄉
塔洛木溪,,,
塔流溪,,臺南市,左鎮區
塔曼溪,,桃園市,復興區
塔曼溪,,,
塔達芬溪,,花蓮縣,卓溪鄉
塔達芬溪,,新北市新莊區,
塔寮坑溪,,,
塔寮坑溪排水,,"新北市,桃園縣",
塔寮溪,,桃園市,龜山區
塔寮溪,,新北市,新莊區
塔寮溪後港支線,,新北市,新莊區
塔蓮溝支線,,臺中市,大雅區
塔羅留溪,,,
塔羅留溪,,高雄市,桃源區
塔羅塔羅曾北溪,,高雄市,那瑪夏區
塔羅塔羅曾北溪,,,
塔羅塔羅曾南溪,,高雄市,那瑪夏區
塔羅塔羅曾南溪,,,
塔羅灣溪,,南投縣仁愛鄉,
塔羅灣溪,,,
塩土坑溪,,,
塭子川,,新北市,五股區
塭子川,,,
塭子排水,,嘉義縣,東石鄉
塭子第一號排水幹線,,屏東縣,佳冬鄉
塭子第二號排水幹線,,屏東縣,佳冬鄉
塭底中排一,,雲林縣,水林鄉、口湖鄉
塭底中排二,,雲林縣,水林鄉、口湖鄉
塭堀溝排水,,苗栗縣,後龍鎮
塭港型厝船澳,,嘉義縣,東石鄉
塭港排水,,嘉義縣,東石鄉
媽助圳排水支線,,南投縣,草屯
愛河,,,
愛河排水,,高雄市,仁武區、左營區、鼓山區、前金區、鹽埕區
新山水庫,,基隆市,安樂區
新山寮排水,,雲林縣,臺西鄉
新市排水,,臺南市,新市區
新打坑,,新竹縣,新埔鎮
新田圳,,臺中市,東勢區
新田寮排水,,臺南市,學甲區
新光圳排水支線,,南投縣,草屯
新吉中排,,雲林縣,麥寮鄉
新吉排水,,臺南市,安定區
新圳,,臺中市,新社區
新圳尾排水支線,,南投縣,草屯
新安溪,,,
新庄子大排,,雲林縣,二崙鄉
新庄子排水,,雲林縣,虎尾鎮
新庄子幹線,,新竹縣,橫山鄉
新庄圳,,屏東縣,內埔鄉
新庄圳排水支線,,南投縣,草屯
新庄排水幹線,,屏東縣,內埔鄉
新庄排水路,,嘉義縣,布袋鎮、義竹鄉
新竹漁港,,新竹市,北區
新坡下塘埤,,桃園市,觀音區
新店排水,,嘉義縣,義竹鄉
新店溪,,臺北市,萬華區
新店溪,,,
新店溪第二號排水溝,,臺北市,萬華區
新武呂溪,,花蓮縣,卓溪鄉
新武呂溪,,,
新社坑,,嘉義縣,竹崎鄉
新社排水,,花蓮縣,豐濱鄉
新虎尾溪,,,
新城圳,,新竹縣,橫山鄉
新城東溪,,宜蘭縣,南澳鄉
新城第二排水,,花蓮縣,新城鄉
新城第三排水,,花蓮縣,新城鄉
新城第四排水,,花蓮縣,新城鄉
新城溪,,,
新屋溪,,,
新厝埤,,桃園市,觀音區
新埔土地公埔一圳,,新竹縣,新埔鎮
新埔溪排水,,苗栗縣,通霄鎮
新班鳩溪,,臺東縣,卑南鄉
新班鳩溪,,,
新埤,,臺南市,官田區
新埤,,嘉義縣,大林鎮
新埤,,桃園市,中壢區
新埤圳排水,,苗栗縣,銅鑼鄉
新埤排水,,嘉義縣,六腳鄉、太保市
新埤排水幹線,,屏東縣,新埤鄉、林邊鄉
新莊子溪,,桃園市,蘆竹區
新莊小溪,,高雄市,杉林區
新莊溪,,花蓮縣,豐濱鄉
新莊溪,,,
新都驕溪,,屏東縣,獅子鄉
新港大排一,,雲林縣,口湖鄉
新港大排二,,雲林縣,口湖鄉
新港北溪,,臺東縣,成功鎮
新港北溪,,,
新港南溪,,臺東縣,成功鎮
新港南溪,,,
新港溪,,臺東縣,成功鎮
新港溪,,,
新港溪排水,,苗栗縣,竹南鎮
新港漁港,,高雄市,永安區
新港漁港,,臺東縣,成功鎮
新湖大排,,雲林縣,褒忠鄉
新街大排,,雲林縣,水林鄉、北港鎮
新街埤幹線,,屏東縣,車城鄉
新街排水,,南投縣,名間鄉
新街排水分線,,南投縣,名間
新街排水支線,,南投縣,名間
新街排水支線─1,,南投縣,名間
新街排水幹線,,屏東縣,車城鄉
新街排水溝,,屏東縣,車城鄉
新街溪,,桃園市,大園區
新街溪,,,
新街溪排水幹線,,桃園市,大園區、中壢區、平鎮區
新開溪,,屏東縣,枋寮鄉
新開溪,,,
新隆河,老雞隆河,苗栗縣,銅鑼鄉
新隆河,老雞隆河,,
新隆河,,,
新園排水幹線,,屏東縣,新園鄉
新園溪,,臺東縣,卑南鄉
新園溪,,,
新塭排水,,嘉義縣,布袋鎮
新路溪,,屏東縣獅子鄉,
新路溪,塔加寮溪,屏東縣,獅子鄉
新路溪,塔加寮溪,,
新福圳,頭寮大池,桃園市,大溪區
新福州圳十一號池,,桃園市,大溪區
新寮坑支線,,新北市,泰山區
新寮溪,,宜蘭縣,
新寮溪,,新北市,平溪區
新寮溪,,臺南市,楠西區
新寮溪,,,
新橋溪,,臺東縣,東河鄉
新興大排,,雲林縣,斗六市
新興中排一,,雲林縣,東勢鄉
新興坑排水,,彰化縣,芬園鄉
新興排水,,花蓮縣,富里鄉
新豐排水支線,,屏東縣,高樹鄉
新豐溪,,,
新豐溪北勢支線,,新竹縣,新豐鄉
新豐溪波羅汶支線,,新竹縣,新豐鄉
新豐溪德盛支線,,新竹縣,湖口鄉
暗坑,,臺南市,官田區
暗坑,,,
暗港大排,,雲林縣,古坑鄉
暗潭埤,,苗栗縣,造橋鄉
會社埤,,桃園市,觀音區
會埔大圳,,嘉義縣,番路鄉
椰油南溪,,臺東縣,蘭嶼鄉
椰油溪,,臺東縣,蘭嶼鄉
椿谷溪,,,
楊岸溪,,南投縣,仁愛鄉
楊岸溪,,,
楊厝區排,,金門縣,烈嶼鄉
楓林溪,,,
楓港溪,,臺東縣,達仁鄉
楓港溪,,,
楓溪,,,
楓廚坑排水,,苗栗縣,西湖鄉
楓樹坑,,桃園市,龜山區
楓樹坑溪,,,
楓樹湖南溪,,雲林縣,斗六市
楓樹湖南溪,,,
楓樹溪,,苗栗縣,通霄鎮
楓樹溪排水,,苗栗縣,通霄鎮
楓樹溪排水幹線,,桃園市,龜山區
楓樹腳溪,,臺中市,南屯區
楓樹腳溪支線,,臺中市,南屯區
楓樹潭圳,,臺中市,東勢區
楠坑溝,,臺南市,龍崎區
楠梓仙溪,,高雄市,旗山區
楠梓仙溪,,嘉義縣,阿里山鄉
楠梓坑溪,,,
楠梓排水,,高雄市,橋頭區
楠梓溪,,高雄市,楠梓區
楠溪,,宜蘭縣,南澳鄉
楣子寮溪,,新北市,新店區
源城溪,無尾溪,花蓮縣,玉里鎮
源城溪,無尾溪,,
溝仔墘排水幹線,,屏東縣,竹田鄉
溝貝幹線,,新竹縣,竹北市
溝坪溪,,高雄市,內門區
溪口厝排水支線,,彰化縣,伸港鄉
溪口排水路,,嘉義縣,新港鄉、溪口鄉
溪子崙大排,,雲林縣,四湖鄉
溪心埧排水,,臺中市,霧峰區
溪心寮排水,,臺南市,安南區
溪仔口溪,,屏東縣,滿州鄉
溪仔口溪,,,
溪仔圳大排,,雲林縣,古坑鄉
溪仔埤,,桃園市,大園區
溪州埤排水幹線,,南投縣,草屯
溪州埤排水幹線─1,,南投縣,草屯
溪州埤排水幹線─2,,南投縣,草屯
溪州溝排水,,南投縣,草屯鎮
溪州溪,,屏東縣,東港鎮
溪州溪,,,
溪州溪排水幹線,,屏東縣,東港鎮、南州鄉、崁頂鄉、新埤鄉、潮州鎮
溪尾排水,,臺南市,善化區、麻豆區
溪尾寮排水,,臺中市,烏日區
溪底溝,,宜蘭縣,頭城鎮
溪底溝排水,,臺中市,太平區
溪東排水,,新北市,三峽區
溪南寮排水,,臺南市,西港區、安南區
溪洲圳,,桃園市,大溪區
溪洲排水,,高雄市,旗山區
溪洲溪,,臺中市,大安區
溪埔子中排,,雲林縣,虎尾鎮
溪埔子排水幹線,前溪大排水,新竹市,東區、北區
溪墘排水,,嘉義縣,布袋鎮、義竹鄉
溪頭下埤,,彰化縣,芬園鄉
溪邊寮圳,,嘉義縣,大林鎮
溫子圳排水,,新北市,五股區
溫水坑溪,,南投縣,竹山鎮
溫仔排水支線,,彰化縣,線西鄉
溫泉溪,,高雄市,茂林區
溫泉溪,,,
溫厝溪,,臺南市,
溫雅寮排水,,臺中市,清水區
溫寮溪,,,
煌秀坑,,南投縣,國姓鄉
煙寮坑,,南投縣,埔里鎮
照平坑,,宜蘭縣,冬山鄉
照安坑排水,,宜蘭縣,冬山鄉
照安坑溪,,,
照東坑,,嘉義縣,大埔鄉
照東坑,,臺南市,楠西區
照鏡埤,,桃園市,大園區
爺巴堪溪,,新竹縣,五峰鄉
爺巴堪溪,,,
獅子頭溪,獅頭溪,嘉義,
獅子頭溪,,屏東縣,獅子鄉
獅尾堀排水幹線,,南投縣,竹山
獅尾堀排水幹線─2,,南投縣,竹山
獅潭川,,苗栗縣,獅潭鄉
獅頭坑,,彰化縣,二水鄉
獅頭排水支線,,屏東縣,新埤鄉
獅龍溝,,高雄市,仁武區
獅龍溪,,高雄市,仁武區
獅龍溪排水,,高雄市,仁武區
瑞北坑排水,,花蓮縣,瑞穗鄉
瑞北坑溪,,瑞穗鄉,
瑞岩溪,,南投縣,仁愛鄉
瑞岩溪,,,
瑞祥排水,,花蓮縣,瑞穗鄉
瑞樹坑溪,,新北市,林口區
瑞樹坑溪,,,
瑞豐排水,,臺東縣,鹿野鄉
矮山坑,,臺中市,新社區
矮山坑,,,
矮山坑溪,,,
萬丈坑溪,,,
萬丈深坑,,屏東縣,滿州鄉
萬大水庫,碧湖,南投縣,仁愛鄉
萬大北溪,,南投縣,仁愛鄉
萬大南溪,,南投縣,仁愛鄉
萬大溪,,南投縣仁愛鄉,
萬大溪,,,
萬丹排水支線,,南投縣,名間
萬丹排水幹線,,屏東縣,屏東市、萬丹鄉
萬斗六坑,,臺中市,霧峰區
萬安溪,,屏東,
萬安溪,,,
萬年溪,,屏東縣,屏東市
萬年溪,,臺東縣,成功鎮
萬年溪,,,
萬年溪排水,,臺東縣,成功鎮
萬里溪,,花蓮,
萬里溪,萬里橋溪,花蓮縣,萬榮鄉
萬里溪,萬里橋溪,,
萬里溪,,,
萬里磺溪,,新北市,萬里區
萬里磺溪排水幹線,,新北市,萬里區
萬朝溪,,臺東縣,海端鄉
萬朝溪,,花蓮縣,富里鄉
萬朝溪,,,
萬寜排水,,花蓮縣,富里鄉
萬榮排水,,花蓮縣,萬榮鄉
萬興大排,,雲林縣,水林鄉
萬豐支線,,臺中市,霧峰區
萬巒排水幹線,,屏東縣,萬巒鄉
萬巒碑一支線,,屏東縣,萬巒鄉
萬巒碑二支線,,屏東縣,萬巒鄉
義合中排,,臺南市,七股區
義興排水,,嘉義縣,水上鄉
義興溪,,桃園市,復興區
腦寮溪,,南投縣,仁愛鄉
腳毛圳,,南投縣,埔里鎮
萩岡溪,,,
葉子寮溪,,嘉義縣,大林鎮
葉子寮溪,,嘉義或雲林,
葉子寮溪,,,
董門碑排水,,苗栗縣,苑裡鎮
葫蘆坑,,南投縣,中寮鄉
葫蘆肚排水,,新竹縣,峨眉鄉
蜂仔坑,,苗栗縣,公館鄉
蜆仔溝排水,,苗栗縣,竹南鎮
蜈蚣崙排水幹線,,南投縣,埔里
蜈蚣溝,,花蓮縣,富里鄉
蜈蚣溪,,花蓮縣,壽豐鄉
蜈蜞坑,,南投縣,埔里鎮
補拉米溪,,臺東縣,金峰鄉
補拉米溪,,,
裡冷溪,,臺中市,和平區
路利潭支線,,雲林縣,臺西鄉
跳瓜坑,,南投縣,國姓鄉
運河,,高雄市,前鎮區
運動場圳,,臺中市,東勢區
過坑排水分線,,南投縣,草屯
過埤排水,,高雄市,鳳山區
過港溪排水,,苗栗縣,通霄鎮、後龍鎮
過溝排水路,,嘉義縣,東石鄉、布袋鎮
過溝溪,,苗栗縣,通霄鎮
過溪,田子溪,南投縣,竹山鎮
過溪,田子溪,,
過溪子大排,,雲林縣,虎尾鎮、西螺鎮
過路子排水,,嘉義縣,布袋鎮、義竹鄉
達仁溪,,,
達巴拉頓溪,,臺東縣,金峰鄉
達美漢溪,,宜蘭縣,南澳鄉
達茵河對溪,,宜蘭縣,南澳鄉
達茵荷對溪,,宜蘭縣,南澳鄉
達莫溪,,花蓮縣,光復鄉
達莫溪排水,,花蓮縣,光復鄉
酬勤水庫,,臺東縣,綠島鄉
隘丁寮溪,,高雄市,杉林區
隘丁寮溪,,,
隘口排水,,新竹縣,竹北市
隘口寮排水,,苗栗縣,通霄鎮
隘口寮溝,,苗栗縣,通霄鎮
隘口寮溪,,苗栗縣,通霄鎮
隘門1號排水路,,澎湖縣,湖西鄉
隘界圳,,宜蘭縣,員山鄉
隘寮北溪,,,
隘寮南溪,,,
隘寮溪,,,
隘寮溪排水,,"彰化縣,南投縣",
隘寮溪排水幹線,麟洛溪排水,屏東縣,屏東市、麟洛鄉、長治鄉、竹田鄉、萬丹鄉
隘寮溪排水溝,,屏東縣,九如鄉
雷公坑,乾溪,南投縣,竹山鎮
雷公坑,乾溪,,
雷公坑,,苗栗縣,西湖鄉
雷公埤溝,,苗栗縣,竹南鎮
雷公溪,,嘉義縣,大埔鄉
雷厝大排,,雲林縣,麥寮鄉、崙背鄉
電子坑,,南投縣,水里鄉
電子坑,,,
電火溪,城廓圳,臺中市,外埔區
電火溪排水,,臺中市,外埔區、后里區
韮菜坑溪,,,
頓物埤第一秋期幹線,"龍頸溪分洪排水幹線,龍頸溪",屏東縣,內埔鄉
鼎底窩,,臺中市,東勢區
鼓山運河排水,,高雄市,鼓山區
嘉盛排水,,苗栗縣,苗栗市
嘉義排水,,"嘉義縣,嘉義市",
嘉農溪,,花蓮縣萬榮鄉,
嘉農溪,,花蓮縣,光復鄉
嘉興小排,,高雄市,岡山區
嘉興排水,,南投縣,南投市
嘉興排水支線,,南投縣,南投
嘉寶溪,,新北市,林口區
墘溝碑排水,,臺中市,大里區
墘溪,,南投縣,埔里鎮
壽豐溪,,花蓮,
壽豐溪,知呀漢溪,花蓮縣,秀林鄉
壽豐溪,知呀漢溪,,
夢幻湖,,桃園市,中壢區
實谷富溪,,宜蘭縣,大同鄉
寧埔溪,,,
寧靜湖,田寮水庫,高雄市,田寮區
寧靜湖,,嘉義縣,民雄鄉
廍子溪,,,
廍後排水,,宜蘭縣,壯圍鄉
廓子埤支線,,臺中市,北屯區
廓子溪,,臺中市,太平區
廔布魯溪,,臺東縣,達仁鄉
慈恩溪,魯翁溪,花蓮縣,秀林鄉
慈恩溪,魯翁溪,,
慈恩溪,,,
慈湖農莊,,金門縣,金寧鄉
摸乳巷坑,,嘉義縣,大埔鄉
摸乳巷坑,,臺南市,楠西區
旗山區第五號排水,,高雄市,旗山區
旗山溪,,,
旗南灌溉圳,,高雄市,旗山區
榕樹下坑支線,,新竹縣,新埔鎮
榮華溪,,桃園市,復興區
榮華溪,,,
榴公圳,,新北市,新店區
榴公圳,,臺北市,大安區
滬尾漁港,,新北市,淡水區
滯洪壩,,,
滴水坑溪,,臺南市,南化區
滴水坑溪,,,
漁人溪,,臺東縣,蘭嶼鄉
漁澳漁港,,新北市,萬里區
演戲埔腳圳,,新北市,淡水區
漚汪排水,,臺南市,將軍區
漯底排水,,高雄市,彌陀區
熊空溪,,新北市,三峽區
熊空溪,,,
瑪谷溪,,南投縣,仁愛鄉
瑪谷溪,,,
瑪拉拉歐溪,,,
瑪陵坑溪,,,
瑪鋉溪,,,
瑪鍊溪,,新北市,萬里區
